Taxon,Institution,Museum No.,Island,Taxon-Island,New_Taxonomy,New_Taxonomy_Island,Sex,Wing,Tail,Blength,Gonys,Bdepth,Bwidth,Tarsus,MiddleToe
conirostris,CAS,5030,Espanola,conirostrisEspanola,conirostris,conirostrisEspanola,Male,78.5,46.5,22.2,12.2,16.5,12.8,23.8,23
conirostris,CAS,5031,Espanola,conirostrisEspanola,conirostris,conirostrisEspanola,Male,76,47,21,11.2,15.8,11,22.5,22
conirostris,CAS,4996,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,79,48.5,18.5,11,14,10,23,21.2
conirostris,CAS,4998,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,77,49.5,19.8,11.2,14.2,10.8,23.2,20.8
conirostris,CAS,5005,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,79.5,51,18.5,10.5,14,11,22.5,21.8
conirostris,CAS,5013,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,78,45.5,19,11,13.5,11,22.2,21.2
conirostris,CAS,5015,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,75.2,45.5,19.8,10.8,15.5,11.2,23,22.5
conirostris,CAS,5046,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,79.2,48,21,12.5,15.2,11.5,23.5,21.5
conirostris,CAS,5044,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,74.5,46,19.5,11.2,14,10.8,23,22.2
conirostris,CAS,4999,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,79,45.8,20,11.2,15.2,11.2,23.2,22
conirostris,CAS,4990,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,74,47,18,9.5,12.5,9.2,22,20
conirostris,CAS,5098,Gardner,conirostrisGardner,conirostris,conirostrisEspanola,Male,75.2,48,22,12.2,16.2,12.2,24,23.5
conirostris,Rothschild Museum,1937,Darwin,conirostrisDarwin,,,Female,78,51.2,21,,16,12,24.5,21.5
conirostris,Rothschild Museum,1938,Darwin,conirostrisDarwin,,,Female,78,48.2,21.5,,17.5,13,24.8,21.5
conirostris,Rothschild Museum,1939,Darwin,conirostrisDarwin,,,Female,77.5,49.2,21.2,,17.5,13.2,23.5,18.5
conirostris,Rothschild Museum,1932,Darwin,conirostrisDarwin,,,Female,77.2,50,24,,18,12.8,24.2,22.2
magnirostris,CAS,5960,Genovesa,magnirostrisGenovesa,,,Female,80.5,48.5,24,12,20.5,16,24.8,22
magnirostris,CAS,5963,Genovesa,magnirostrisGenovesa,,,Female,79,49.5,24,13.5,20.5,15.5,24,21.5
magnirostris,CAS,5958,Genovesa,magnirostrisGenovesa,,,Female,83,49,23.2,12,23,16,24.8,22
magnirostris,CAS,5979,Genovesa,magnirostrisGenovesa,,,Female,77.2,45.5,23.2,12.2,20.2,15,23.5,23.2
magnirostris,CAS,5792,Genovesa,magnirostrisGenovesa,,,Female,78.5,48,23.5,12.2,20.5,15,25,23
magnirostris,Stanford University,5239,Genovesa,magnirostrisGenovesa,,,Female,80,51,25,12.2,23.5,16.8,25.8,22.5
magnirostris,Stanford University,5213,Genovesa,magnirostrisGenovesa,,,Female,81.5,52.8,24.2,12.5,22,16.2,25,23.2
magnirostris,CAS,6316,Isabela,magnirostrisIsabela,,,Female,75.5,46,20,10.5,16.5,12.5,22.5,21.2
magnirostris,CAS,6196,Isabela,magnirostrisIsabela,,,Female,75,42,18.2,9.5,14.5,12.5,23,20
magnirostris,CAS,6320,Isabela,magnirostrisIsabela,,,Female,76.2,47.2,18.2,10,15.5,11.2,22.2,20
magnirostris,CAS,5964,Pinta,magnirostrisPinta,,,Female,78.8,47,23.2,11.5,20.5,16,24,23.2
magnirostris,CAS,5970,Pinta,magnirostrisPinta,,,Female,77,47.5,22.2,12.2,18.8,14,24.5,21
magnirostris,CAS,5976,Pinta,magnirostrisPinta,,,Female,77,45,22.2,12.2,19.5,16,24.5,23
magnirostris,CAS,5978,Pinta,magnirostrisPinta,,,Female,79,49,21.5,12,19.2,14,24,22.5
magnirostris,CAS,5975,Pinta,magnirostrisPinta,,,Female,77.8,49,20.2,11.5,19,13.5,23.5,21.5
magnirostris,CAS,5981,Pinta,magnirostrisPinta,,,Female,76.2,45.5,22.5,11.5,19,14.5,23.5,22.5
magnirostris,CAS,5997,Pinta,magnirostrisPinta,,,Female,74,43,22,11.2,19,14.5,23.2,22.2
magnirostris,CAS,5984,Pinta,magnirostrisPinta,,,Female,75.5,46,22.2,12,19,14.5,23,20.5
magnirostris,CAS,5990,Pinta,magnirostrisPinta,,,Female,78,46.5,21,11.5,20,15,23.8,21
magnirostris,CAS,5987,Pinta,magnirostrisPinta,,,Female,78,46.5,22,11.5,19,14.5,23.5,21.8
magnirostris,CAS,5985,Santiago,magnirostrisSantiago,,,Female,80.5,49.5,23.5,12.5,21.5,15,24.5,20
magnirostris,CAS,5986,Santiago,magnirostrisSantiago,,,Female,78,48.5,24,12.2,20,15.5,27,21
magnirostris,CAS,5988,Santiago,magnirostrisSantiago,,,Female,78,48,23,12.5,21.5,15.5,25,21.8
magnirostris,CAS,6000,Santiago,magnirostrisSantiago,,,Female,77.5,46,21.2,11.5,19,14.8,23,20.8
magnirostris,CAS,5999,Santiago,magnirostrisSantiago,,,Female,77.5,46.5,22,12.2,19,14.2,24,21.2
magnirostris,CAS,5996,Santiago,magnirostrisSantiago,,,Female,76.5,42.2,22.8,12.8,21,15,24.2,22
magnirostris,CAS,5983,Santiago,magnirostrisSantiago,,,Female,82,,22,12,20.2,15.2,25.2,21
magnirostris,CAS,5992,Santiago,magnirostrisSantiago,,,Female,78,49.5,22,11.5,19.5,16,24,21
magnirostris,CAS,5980,Santiago,magnirostrisSantiago,,,Female,79.5,47.5,22,12.2,19,16,23,21
magnirostris,Stanford University,4529,Santiago,magnirostrisSantiago,,,Female,82,49.5,22.8,12,19.8,15.5,25,21
magnirostris,CAS,5966,Rabida,magnirostrisRabida,,,Female,79.2,47,20.2,11,18,14,23.2,22.2
magnirostris,CAS,5991,Rabida,magnirostrisRabida,,,Female,81,49,22,11.5,20,14,24.2,21.5
magnirostris,CAS,5969,Rabida,magnirostrisRabida,,,Female,80,49,22.2,12.5,20,15,24.2,21.2
magnirostris,CAS,5973,Rabida,magnirostrisRabida,,,Female,80.5,46,21,11,18.5,13.5,24,22.5
magnirostris,CAS,5994,Rabida,magnirostrisRabida,,,Female,79,50,20.2,12,17.2,12.5,24,21
magnirostris,CAS,6045,Rabida,magnirostrisRabida,,,Female,78,47,20.2,10.5,17,12.5,24,22
magnirostris,CAS,5957,Rabida,magnirostrisRabida,,,Female,77.5,46,21,11.5,16.5,12.5,22.5,21.2
magnirostris,CAS,5959,Rabida,magnirostrisRabida,,,Female,78,48,21,11.8,18.5,14,24.2,22
magnirostris,CAS,5041,Rabida,magnirostrisRabida,,,Female,77.5,49,19.5,11,16.5,13,24,20.5
magnirostris,CAS,5965,Rabida,magnirostrisRabida,,,Female,78.5,46,21,12.2,18.5,13,23.2,20.8
magnirostris,CAS,5967,Santa Cruz,magnirostrisSanta Cruz,,,Female,75.2,49.5,21.5,12,19.2,14.5,24.2,19.8
magnirostris,CAS,6002,Santa Cruz,magnirostrisSanta Cruz,,,Female,77.2,48,22.2,12.5,19.5,15,24.8,22.8
magnirostris,CAS,5982,Santa Cruz,magnirostrisSanta Cruz,,,Female,77.2,46.2,20.8,11.2,19.5,15,24,21
magnirostris,CAS,6164,Baltra,magnirostrisBaltra,,,Female,76,46,20.2,11,15.5,12.5,23,21
magnirostris,CAS,5995,Baltra,magnirostrisBaltra,,,Female,72.5,42.5,21,11.2,17.8,13,22.2,21.2
magnirostris,CAS,5968,Baltra,magnirostrisBaltra,,,Female,78,51.5,21.5,12,19.8,14.5,23,20.2
fortis,CAS,6017,Pinta,fortisPinta,,,Female,61.8,32.5,13.5,8,9.5,7.2,19,16
fortis,CAS,6024,Pinta,fortisPinta,,,Female,57.2,36.5,14.8,8.2,11.2,8.2,18.2,16.2
fortis,CAS,6023,Pinta,fortisPinta,,,Female,60.5,40,15,8.2,10.5,8.8,19,17.5
fortis,CAS,6187,Pinta,fortisPinta,,,Female,60,40,14.5,8.2,10.2,8.5,19,17
fortis,CAS,6021,Pinta,fortisPinta,,,Female,60,36,15.8,8.5,11.5,9,19,17.8
fortis,CAS,6020,Pinta,fortisPinta,,,Female,65.5,40.8,15,7.8,11,9,18.5,17
fortis,CAS,6022,Pinta,fortisPinta,,,Female,62,39.8,15.5,8.5,11.2,9.2,19.5,16.2
fortis,CAS,6028,Pinta,fortisPinta,,,Female,62,38.2,13.8,8,10.2,9.2,18.2,16.8
fortis,CAS,6018,Marchena,fortisMarchena,,,Female,63,38.2,16.5,8.8,12.2,10,19.2,17.2
fortis,CAS,6027,Marchena,fortisMarchena,,,Female,63,38.5,16.8,8.5,12,9,18,16.8
fortis,CAS,6026,Marchena,fortisMarchena,,,Female,61.8,34.2,15.5,8.2,11.2,8.5,19.2,16
fortis,CAS,6025,Marchena,fortisMarchena,,,Female,63,39,16,8.2,12.5,9,19.2,16.5
fortis,CAS,6019,Marchena,fortisMarchena,,,Female,63,37.5,15.5,8.5,11.2,9.2,18.5,17.5
fortis,Stanford University,5118,Marchena,fortisMarchena,,,Female,62.2,38,15.2,8.5,11,8.5,19.5,17
fortis,Stanford University,4784,Marchena,fortisMarchena,,,Female,62,34.5,16,8,12,9,19.5,17.2
fortis,CAS,6337,Isabela,fortisIsabela,,,Female,69,42.2,15.5,8.5,11,9,21.5,18.5
fortis,CAS,6339,Isabela,fortisIsabela,,,Female,66.5,38,16.8,9,12.2,10.2,22,19
fortis,CAS,6257,Isabela,fortisIsabela,,,Female,68,39.2,15.2,8.5,11,9,21.5,19
fortis,CAS,6066,Isabela,fortisIsabela,,,Female,63.2,37.5,15.5,8,11,9,21,19.2
fortis,Stanford University,3958,Isabela,fortisIsabela,,,Female,68.5,44.5,17.2,9.8,13.5,10.8,22.2,19
fortis,Stanford University,4028,Isabela,fortisIsabela,,,Female,70,41,17,9,12,10,21.2,18.5
fortis,Stanford University,4192,Isabela,fortisIsabela,,,Female,66.2,42.2,16.2,8.2,13.5,9.2,22.5,19.5
fortis,Stanford University,4264,Isabela,fortisIsabela,,,Female,66.5,41,14.5,9,11,8.5,20,18
fortis,Stanford University,4332,Isabela,fortisIsabela,,,Female,64.2,41,15.5,8.5,11,9,22,20
fortis,Stanford University,4407,Isabela,fortisIsabela,,,Female,70.5,41,17.5,9,13.5,11,21.8,20
fortis,CAS,6033,Fernandina,fortisFernandina,,,Female,65.8,41.5,15.5,9,11.8,9,20.2,17
fortis,CAS,6258,Fernandina,fortisFernandina,,,Female,68.2,45,15.5,8.5,11.5,9.2,21,17.2
fortis,CAS,6308,Fernandina,fortisFernandina,,,Female,70,43.5,17.2,9,13.8,9.8,20.5,19
fortis,CAS,6180,S. Isabela,fortisS. Isabela,,,Female,68,42,17.5,10,13.2,10,21,18.5
fortis,CAS,6061,S. Isabela,fortisS. Isabela,,,Female,72,42,18.2,9.5,14,10,22,19.8
fortis,CAS,6336,S. Isabela,fortisS. Isabela,,,Female,72,42.8,18,10.2,14.2,11.2,22.2,20.8
fortis,CAS,6295,S. Isabela,fortisS. Isabela,,,Female,70,44.5,18,9.5,13,11,23.2,19
fortis,CAS,6202,S. Isabela,fortisS. Isabela,,,Female,69,42.2,16.5,9.8,12.5,10.2,22.5,18.5
fortis,CAS,6280,S. Isabela,fortisS. Isabela,,,Female,73,46,16.8,10,13.8,10.5,21.5,17.8
fortis,CAS,6081,S. Isabela,fortisS. Isabela,,,Female,71,44.5,16.5,8.8,13,10.2,21.5,18
fortis,CAS,6082,S. Isabela,fortisS. Isabela,,,Female,75.5,47.2,18.2,10.5,14.8,11,21.8,20
fortis,CAS,6080,S. Isabela,fortisS. Isabela,,,Female,73.2,44.5,18,9.8,13.2,10.8,21.2,20
fortis,CAS,6054,S. Isabela,fortisS. Isabela,,,Female,72.5,46.5,18,10,14.8,11.8,22,20
fortis,CAS,6209,Santiago,fortisSantiago,,,Female,69,41,16,8.5,12.5,9.8,21.5,17.8
fortis,CAS,6043,Santiago,fortisSantiago,,,Female,66,39.2,15.5,8.5,11.2,8.5,21.5,17.5
fortis,CAS,6190,Santiago,fortisSantiago,,,Female,68,40.5,15,8.2,11,9,20.5,18
fortis,CAS,6276,Santiago,fortisSantiago,,,Female,69,42,17,9,12.2,9.5,19.5,16.8
fortis,CAS,6296,Santiago,fortisSantiago,,,Female,65.8,40.5,14.8,8,10.2,8.8,21,17.2
fortis,CAS,6176,Santiago,fortisSantiago,,,Female,67.5,40,15.8,8.5,11.5,8.5,20,18.5
fortis,CAS,6278,Santiago,fortisSantiago,,,Female,64,38.2,15.5,8.5,11,8.2,19,16.5
fortis,CAS,6297,Santiago,fortisSantiago,,,Female,68.8,42.5,15.5,8.5,12,9.8,20.5,17.5
fortis,CAS,6263,Santiago,fortisSantiago,,,Female,74.5,43,17,9.5,14,11,22.2,19.2
fortis,CAS,6185,Santiago,fortisSantiago,,,Female,67.2,42,16.5,8.5,12,9.5,20,17
fortis,CAS,6204,Pinzon,fortisPinzon,,,Female,64,39.5,15.2,8.2,10,8.5,20.8,16.5
fortis,CAS,6183,Pinzon,fortisPinzon,,,Female,65,42,15.5,8.2,10.5,8.5,20,16.8
fortis,CAS,6200,Pinzon,fortisPinzon,,,Female,63,37,14.5,7.2,10.2,8,20,16.5
fortis,CAS,6218,Pinzon,fortisPinzon,,,Female,65,38.2,15.8,8.8,11,8.5,20,18.5
fortis,CAS,6205,Pinzon,fortisPinzon,,,Female,62,35.2,14.5,8.5,10.2,8.2,20,17.8
fortis,CAS,6052,Pinzon,fortisPinzon,,,Female,67,37,14.2,8,10.5,8,20,18.5
fortis,CAS,6198,Pinzon,fortisPinzon,,,Female,66,40,14.5,8.2,10.5,7.8,19.5,16.5
fortis,CAS,6192,Pinzon,fortisPinzon,,,Female,66,42,15.2,8.2,11,8.2,19.8,18.5
fortis,CAS,6199,Pinzon,fortisPinzon,,,Female,68.8,40.5,16,8.2,11,8.5,21,18
fortis,CAS,6169,Pinzon,fortisPinzon,,,Female,65.8,39.8,15,8,11.2,8.5,21,17.5
fortis,CAS,6309,Santa Cruz,fortisSanta Cruz,,,Female,67,40.5,17.2,10,12,9.8,20.8,19.5
fortis,CAS,3279,Santa Cruz,fortisSanta Cruz,,,Female,67.2,37.5,15.2,8,11.2,9.2,20.5,18.2
fortis,CAS,6269,Santa Cruz,fortisSanta Cruz,,,Female,66,40.8,16,8.5,12,9.2,21.2,18.8
fortis,CAS,6275,Santa Cruz,fortisSanta Cruz,,,Female,65.5,39.5,16,9,11.5,9,22.2,18.5
fortis,CAS,6058,Santa Cruz,fortisSanta Cruz,,,Female,72.5,43,17.8,9.2,13.5,10.8,22.2,18.5
fortis,CAS,6274,Santa Cruz,fortisSanta Cruz,,,Female,64.2,39,15.5,8.2,11.2,9,22,18.8
fortis,CAS,6277,Santa Cruz,fortisSanta Cruz,,,Female,72.2,41.5,17.2,9.5,13.8,11.8,22.5,19.8
fortis,CAS,6265,Santa Cruz,fortisSanta Cruz,,,Female,64,39.2,14.5,8.2,11,9,18.5,18.2
fortis,CAS,6090,Santa Cruz,fortisSanta Cruz,,,Female,67.2,40,15.8,8.5,10.8,9,20,19
fortis,CAS,6168,Santa Cruz,fortisSanta Cruz,,,Female,63.5,41,15,9,11,8.5,20.2,18
fortis,CAS,6144,San Cristobal,fortisSan Cristobal,,,Female,66.5,41.5,15.2,9,11,9,21.5,18.5
fortis,CAS,6129,San Cristobal,fortisSan Cristobal,,,Female,67,42,17,9.2,12.5,10,21.5,18
fortis,CAS,6089,San Cristobal,fortisSan Cristobal,,,Female,66,41,15,8.5,11.2,9,21.2,18.5
fortis,CAS,6011,San Cristobal,fortisSan Cristobal,,,Female,73,44.5,19.2,10.5,15.5,11.8,24,21
fortis,CAS,6012,San Cristobal,fortisSan Cristobal,,,Female,73,44,19,9.8,15,12,22.5,20
fortis,CAS,6302,San Cristobal,fortisSan Cristobal,,,Female,67,41,15.2,8,11.5,9,22,18.5
fortis,CAS,6294,San Cristobal,fortisSan Cristobal,,,Female,67,39.5,16.8,9,12.5,9,21.5,18.2
fortis,CAS,6120,San Cristobal,fortisSan Cristobal,,,Female,71.2,44,16,8.2,13,11.8,22,17.8
fortis,CAS,6014,San Cristobal,fortisSan Cristobal,,,Female,67,41,17.8,9.5,14.5,11.2,23,20.5
fortis,CAS,6056,San Cristobal,fortisSan Cristobal,,,Female,67.2,39,17.5,9.5,12.2,10,21.8,20
fortis,CAS,6338,Floreana,fortisFloreana,,,Female,68,39,14.2,8,10.2,8.5,21.8,19.5
fortis,CAS,6053,Floreana,fortisFloreana,,,Female,68,38,15,8.2,10.5,8.5,22,19.5
fortis,CAS,6212,Floreana,fortisFloreana,,,Female,67.5,42.2,18.5,10,13.8,10.5,23,21.5
fortis,CAS,6070,Floreana,fortisFloreana,,,Female,67,41.2,15.5,9,12,8.8,21,18.5
fortis,CAS,6221,Floreana,fortisFloreana,,,Female,68.5,41,15.5,8.5,11.2,8.5,20.8,18.8
fortis,CAS,6077,Floreana,fortisFloreana,,,Female,67.5,40,16.8,9.5,11.8,9,21,19.8
fortis,CAS,6076,Floreana,fortisFloreana,,,Female,69,43,15.5,9,12,9.2,21,17.8
fortis,CAS,6321,Floreana,fortisFloreana,,,Female,74,46.5,18,10.2,15,11.5,23,19.8
fortis,CAS,6065,Floreana,fortisFloreana,,,Female,67,46,18.8,10.2,14,11,22.5,20
fortis,CAS,6007,Floreana,fortisFloreana,,,Female,67,41,18,9.5,14,10.8,22.2,21.5
fuliginosa,CAS,6674,Pinta,fuliginosaPinta,,,Female,60.2,39,10.8,6.2,7.2,6,18.5,16.5
fuliginosa,CAS,6666,Pinta,fuliginosaPinta,,,Female,56.2,33.8,11,6.2,7.5,6.5,18.2,14.5
fuliginosa,CAS,6663,Pinta,fuliginosaPinta,,,Female,56.5,36.5,10.8,6.2,7.2,6,18,16
fuliginosa,CAS,6664,Pinta,fuliginosaPinta,,,Female,55.5,35,11,6.2,7.5,6.2,18.5,15
fuliginosa,CAS,6671,Pinta,fuliginosaPinta,,,Female,57.2,37.5,11.2,6.2,7.2,6,17.2,16
fuliginosa,CAS,6670,Pinta,fuliginosaPinta,,,Female,59.2,39,11.5,6.2,7.5,6.2,18.8,16.5
fuliginosa,CAS,6665,Pinta,fuliginosaPinta,,,Female,57.8,36,11.5,6.2,7.2,6,18,15
fuliginosa,CAS,6668,Pinta,fuliginosaPinta,,,Female,58,37.8,11.5,6.2,7.8,6.2,19,16
fuliginosa,CAS,6667,Pinta,fuliginosaPinta,,,Female,54.5,34.2,11,6.2,7.2,6,16.8,14
fuliginosa,CAS,6566,Wolf,fuliginosaWolf,,,Female,67.5,37.5,12.2,6.5,8.2,7,20,16.2
fuliginosa,CAS,6380,Wolf,fuliginosaWolf,,,Female,60.8,38.5,11.2,6,7.5,6.5,19.2,15.8
fuliginosa,CAS,6523,Wolf,fuliginosaWolf,,,Female,57.8,37,11.5,6,7.2,6.2,20.5,17
fuliginosa,CAS,6669,Marchena,fuliginosaMarchena,,,Female,56.5,32.5,9,5.8,6.5,5.5,16.5,13
fuliginosa,CAS,6672,Marchena,fuliginosaMarchena,,,Female,54.8,31,11.5,6.2,7.5,6,17.5,14.5
fuliginosa,Stanford University,3988,Fernandina,fuliginosaFernandina,,,Female,63.5,37,10.5,6,7.5,6,20.2,16.2
fuliginosa,Stanford University,4051,Fernandina,fuliginosaFernandina,,,Female,60.8,36.5,11.2,6.5,8,6,20,16.5
fuliginosa,Stanford University,4004,Fernandina,fuliginosaFernandina,,,Female,62.5,38,10.5,6.8,7.2,6.2,19,16
fuliginosa,Stanford University,3885,Fernandina,fuliginosaFernandina,,,Female,62.5,39.5,11.5,7,8,6,20.2,16.5
fuliginosa,Stanford University,4154,Fernandina,fuliginosaFernandina,,,Female,58,38,10.5,6.2,7.8,6.2,18.5,16.8
fuliginosa,Stanford University,4448,Fernandina,fuliginosaFernandina,,,Female,62.5,40,11.8,6.5,8.2,6.8,19.5,16.5
fuliginosa,Stanford University,4439,Fernandina,fuliginosaFernandina,,,Female,59.5,35,11.5,7,8.2,6,18.5,17
fuliginosa,Stanford University,4436,Fernandina,fuliginosaFernandina,,,Female,59,39,11.5,6,8,6.2,19,15.8
fuliginosa,CAS,6451,Isabela,fuliginosaIsabela,,,Female,61.5,39.2,12,6.2,8,6.2,19.5,16.8
fuliginosa,CAS,6427,Isabela,fuliginosaIsabela,,,Female,60.5,36.8,11,6.8,7.8,6.5,20,16.2
fuliginosa,CAS,6459,Isabela,fuliginosaIsabela,,,Female,63.2,37,12.2,7.2,7.5,6.5,19.2,17
fuliginosa,CAS,6424,Isabela,fuliginosaIsabela,,,Female,59,38.2,12,6.5,8,6.2,20,17
fuliginosa,CAS,6469,Isabela,fuliginosaIsabela,,,Female,58.2,35,10.2,6.2,8,6,20,17
fuliginosa,CAS,6511,Isabela,fuliginosaIsabela,,,Female,56.2,35,11.5,6.5,8,6.5,19.2,16.2
fuliginosa,CAS,6497,Isabela,fuliginosaIsabela,,,Female,61,37,10.2,7,7.5,6.2,19.5,17
fuliginosa,CAS,6558,Isabela,fuliginosaIsabela,,,Female,63.2,40,12.8,7.2,8.5,6.8,20.2,18
fuliginosa,CAS,6559,Isabela,fuliginosaIsabela,,,Female,59,36.2,11,6.2,7.2,6,19.2,16.5
fuliginosa,CAS,6541,Isabela,fuliginosaIsabela,,,Female,59,35,10.5,6,8.2,6.5,20,16.5
fuliginosa,CAS,6550,Santiago,fuliginosaSantiago,,,Female,60.2,39.8,12,7,8.2,6.8,19.5,16.2
fuliginosa,CAS,6371,Santiago,fuliginosaSantiago,,,Female,61,36.5,12.2,6.5,8,6.5,18.2,16.2
fuliginosa,CAS,6370,Santiago,fuliginosaSantiago,,,Female,60.5,38.5,12.5,7,8,6.5,20,16.5
fuliginosa,Stanford University,4508,Santiago,fuliginosaSantiago,,,Female,61.2,36,12.5,7,8,6.5,19,16.5
fuliginosa,Stanford University,4556,Santiago,fuliginosaSantiago,,,Female,60,36.8,12,7,8,6.2,18.8,17.2
fuliginosa,Stanford University,4580,Santiago,fuliginosaSantiago,,,Female,62,36.5,11.8,6.2,7.5,6,17.8,15.2
fuliginosa,CAS,6533,Rabida,fuliginosaRabida,,,Female,60.5,34.5,11.2,6.2,7.8,6.5,18.2,15.5
fuliginosa,CAS,6494,Rabida,fuliginosaRabida,,,Female,61,35.5,12.5,6.5,8,6.5,19.2,16
fuliginosa,CAS,6422,Santa Fe,fuliginosaSanta Fe,,,Female,61.5,36.5,12,6.2,8,6.5,19.5,16.2
fuliginosa,CAS,6369,Santa Fe,fuliginosaSanta Fe,,,Female,58.5,36,11.2,7,7.2,6.5,18.2,16.5
fuliginosa,CAS,6391,Santa Fe,fuliginosaSanta Fe,,,Female,61,37,12.5,6.5,8,6.5,18,17
fuliginosa,CAS,6400,Santa Fe,fuliginosaSanta Fe,,,Female,58.8,34.2,12,7,8,6.2,18.2,16.5
fuliginosa,Stanford University,4936,Santa Fe,fuliginosaSanta Fe,,,Female,57.2,34,12,6.2,7.8,6.2,18,17.2
fuliginosa,Stanford University,4946,Santa Fe,fuliginosaSanta Fe,,,Female,57.2,32.5,12.5,6.5,7.8,6.5,19.8,17.5
fuliginosa,CAS,6532,Pinzon,fuliginosaPinzon,,,Female,58,35,12.8,7,8,6.2,19.2,15.2
fuliginosa,CAS,6378,Pinzon,fuliginosaPinzon,,,Female,59.5,34.2,12.5,7,7.2,6.2,20,16
fuliginosa,CAS,6534,Pinzon,fuliginosaPinzon,,,Female,61.5,36.8,12,7,7.2,6.5,20.5,17.2
fuliginosa,CAS,6383,Pinzon,fuliginosaPinzon,,,Female,63,38.5,12,7,7.8,6.8,20.5,17.2
fuliginosa,CAS,6537,Pinzon,fuliginosaPinzon,,,Female,62.2,37.2,12.2,6.2,8,6.8,20,16
fuliginosa,CAS,6473,Pinzon,fuliginosaPinzon,,,Female,60,37,12.5,6.2,7.5,6.5,20.2,17
