Taxon,Institution,Museum No.,Island,Taxon-Island,New_Taxonomy,New_Taxonomy_Island,Sex,Wing,Tail,Blength,Gonys,Bdepth,Bwidth,Tarsus,MiddleToe
fuliginosa,CAS,6465,Pinzon,fuliginosaPinzon,,,Female,58,34.5,12.2,7,8,6.8,19,17.5
fuliginosa,CAS,6468,Pinzon,fuliginosaPinzon,,,Female,60,35.2,11.2,6.2,7,6,18.5,17.2
fuliginosa,CAS,6372,Pinzon,fuliginosaPinzon,,,Female,61.5,36.5,12.2,6.2,8,6.8,20,16.5
fuliginosa,CAS,6374,Pinzon,fuliginosaPinzon,,,Female,59.2,34.5,11.2,6.2,7.8,6.8,19,16
fuliginosa,CAS,6501,Santa Cruz,fuliginosaSanta Cruz,,,Female,59.2,35.5,12,6.5,8.2,6.2,20,17.5
fuliginosa,CAS,6527,Santa Cruz,fuliginosaSanta Cruz,,,Female,59.8,38,11.2,6.5,7.2,6.2,19.2,17
fuliginosa,CAS,6546,Santa Cruz,fuliginosaSanta Cruz,,,Female,60.2,39.5,12.5,6.8,7.8,6.5,20,16.2
fuliginosa,CAS,6555,Santa Cruz,fuliginosaSanta Cruz,,,Female,59.5,35.5,12.5,7,8.2,6.5,19.5,17.5
fuliginosa,CAS,6526,Santa Cruz,fuliginosaSanta Cruz,,,Female,59,37,13,7,8.2,6.5,19.5,16.5
fuliginosa,CAS,6567,Santa Cruz,fuliginosaSanta Cruz,,,Female,59.8,38.5,12,6.2,8,6.5,19,17.5
fuliginosa,CAS,6554,Santa Cruz,fuliginosaSanta Cruz,,,Female,61,37.2,11.5,7,7.2,6.2,19,16.8
fuliginosa,CAS,6381,Santa Cruz,fuliginosaSanta Cruz,,,Female,58.5,37,11.5,7,7.2,6.2,19.5,16.8
fuliginosa,CAS,6544,Santa Cruz,fuliginosaSanta Cruz,,,Female,58.8,35,12.2,6.5,8,6.5,19.5,17.5
fuliginosa,CAS,6386,Santa Cruz,fuliginosaSanta Cruz,,,Female,57.2,33,12.2,7,8.2,6.2,19,17.5
fuliginosa,CAS,6604,San Cristobal,fuliginosaSan Cristobal,,,Female,59.5,37,11.2,7,8,6.5,19.8,17.5
fuliginosa,CAS,6607,San Cristobal,fuliginosaSan Cristobal,,,Female,58.2,38.2,11.8,7,7.5,6.2,19,16.2
fuliginosa,CAS,6628,San Cristobal,fuliginosaSan Cristobal,,,Female,61.2,37.2,12,6.8,8,6.5,20.5,17
fuliginosa,CAS,6600,San Cristobal,fuliginosaSan Cristobal,,,Female,61,35.5,12,6.8,7.2,6.2,19.8,16.5
fuliginosa,CAS,6588,San Cristobal,fuliginosaSan Cristobal,,,Female,59,37.2,12,7,7.2,6.2,19,17.5
fuliginosa,CAS,6624,San Cristobal,fuliginosaSan Cristobal,,,Female,58.5,36,11.5,7,7.5,6,19,16.8
fuliginosa,CAS,6630,San Cristobal,fuliginosaSan Cristobal,,,Female,60,36,11,6.2,7.2,6.2,19.2,16.5
fuliginosa,CAS,6631,San Cristobal,fuliginosaSan Cristobal,,,Female,61.2,36,11.2,6.2,7.5,6.2,20.5,17
fuliginosa,CAS,6613,San Cristobal,fuliginosaSan Cristobal,,,Female,61,37.5,11,6.8,7.5,6.5,20,16.5
fuliginosa,CAS,6585,San Cristobal,fuliginosaSan Cristobal,,,Female,59.5,37,11.5,6.2,7.2,6,19.2,16.2
fuliginosa,CAS,6613,San Cristobal,fuliginosaSan Cristobal,,,Female,61.2,35.5,11.5,6.8,7.8,6.2,19.8,16
fuliginosa,CAS,6585,San Cristobal,fuliginosaSan Cristobal,,,Female,60,37.2,12.5,6.8,7.8,6,19.2,17
fuliginosa,CAS,6622,San Cristobal,fuliginosaSan Cristobal,,,Female,60,37,13.2,7,8.8,7,20,17
fuliginosa,CAS,6646,San Cristobal,fuliginosaSan Cristobal,,,Female,61,37.8,12.5,6.5,7.8,6.5,19.8,17
fuliginosa,CAS,6582,San Cristobal,fuliginosaSan Cristobal,,,Female,60.5,38,12.5,7,8,6.2,18.5,17.2
fuliginosa,CAS,6591,San Cristobal,fuliginosaSan Cristobal,,,Female,57.8,38,12.2,7,7.8,6.5,20,17.5
fuliginosa,CAS,6629,San Cristobal,fuliginosaSan Cristobal,,,Female,61.5,39,12.2,6.5,7.8,6.5,19.5,17
fuliginosa,CAS,6642,San Cristobal,fuliginosaSan Cristobal,,,Female,62,38,12.5,7,8.2,6.5,20,17.5
fuliginosa,CAS,6616,San Cristobal,fuliginosaSan Cristobal,,,Female,62,38.5,12.5,6.5,8,6.5,19,16.5
fuliginosa,CAS,6610,San Cristobal,fuliginosaSan Cristobal,,,Female,61.8,36.5,14,7.8,7.8,6.5,19.2,17.2
fuliginosa,CAS,6656,San Cristobal,fuliginosaSan Cristobal,,,Female,62,32.2,10.5,6,7.2,5.8,19.8,17.5
fuliginosa,CAS,6651,San Cristobal,fuliginosaSan Cristobal,,,Female,59,35,10,6,7,6,19,16
fuliginosa,CAS,6658,San Cristobal,fuliginosaSan Cristobal,,,Female,56.2,35,10.2,6,6.8,5.8,18.8,15.8
fuliginosa,CAS,6652,San Cristobal,fuliginosaSan Cristobal,,,Female,54,34.5,10,6,7.2,5.5,18.5,15
fuliginosa,CAS,6641,San Cristobal,fuliginosaSan Cristobal,,,Female,59.5,38,10.5,6,7,5.5,19,15
fuliginosa,CAS,6655,San Cristobal,fuliginosaSan Cristobal,,,Female,58.5,36.5,11,6,7,5.8,19,16
fuliginosa,CAS,6653,San Cristobal,fuliginosaSan Cristobal,,,Female,60,37.2,11,6,7,6,19,16.5
fuliginosa,CAS,6662,San Cristobal,fuliginosaSan Cristobal,,,Female,61,37.2,10.5,6,6.8,5.5,18.2,16
fuliginosa,CAS,6659,San Cristobal,fuliginosaSan Cristobal,,,Female,57,35,9.5,6,6.5,5.2,18.2,15.5
fuliginosa,CAS,6657,San Cristobal,fuliginosaSan Cristobal,,,Female,61,36,10,6,6.5,5.2,18.2,15
fuliginosa,CAS,6373,Floreana,fuliginosaFloreana,,,Female,60.5,35.8,11.5,7,7.5,6,18.2,17
fuliginosa,CAS,6453,Floreana,fuliginosaFloreana,,,Female,60.2,36.5,12.8,6.8,7.8,6.2,20,17
fuliginosa,CAS,6495,Floreana,fuliginosaFloreana,,,Female,61.5,36.2,11,6.2,8,6.2,19.5,18.2
fuliginosa,CAS,6452,Floreana,fuliginosaFloreana,,,Female,61,34.5,11.5,6.5,7.8,6.2,19.5,18
fuliginosa,CAS,6571,Floreana,fuliginosaFloreana,,,Female,60,35,11.5,6.5,7.5,6.2,19.2,16.5
fuliginosa,CAS,6502,Floreana,fuliginosaFloreana,,,Female,60.5,38,11.2,6.5,7.5,6.2,19.8,16.2
fuliginosa,CAS,6425,Floreana,fuliginosaFloreana,,,Female,60.2,37,12.5,7.2,8,6.2,19.5,17.5
fuliginosa,CAS,6509,Floreana,fuliginosaFloreana,,,Female,59.5,34.2,12,7.2,7.2,6.5,18.5,16.2
fuliginosa,CAS,6508,Floreana,fuliginosaFloreana,,,Female,59.5,38.5,12,7,7.2,6.2,20,17.8
fuliginosa,CAS,6409,Floreana,fuliginosaFloreana,,,Female,59.5,36.2,12,7,7,6.2,18.5,17
fuliginosa,CAS,6412,Espanola,fuliginosaEspanola,,,Female,61.2,37.5,11.5,6.2,7.2,6.2,20,17
fuliginosa,CAS,6431,Espanola,fuliginosaEspanola,,,Female,60,41,11,6.8,7,6,17.2,15.5
fuliginosa,CAS,6411,Espanola,fuliginosaEspanola,,,Female,59.8,38.2,11.5,6.5,7.2,6.2,19,15.2
fuliginosa,CAS,6417,Espanola,fuliginosaEspanola,,,Female,62.5,37.8,12.2,7,7.5,6.2,20.2,17
fuliginosa,CAS,6408,Espanola,fuliginosaEspanola,,,Female,60,38,11,7,7.2,6.5,19,16.5
fuliginosa,CAS,6413,Espanola,fuliginosaEspanola,,,Female,62.2,39.2,11.5,6.8,8,6.5,19,17.8
fuliginosa,CAS,6399,Espanola,fuliginosaEspanola,,,Female,61.5,38.8,12.5,7,7.8,6.5,19.5,17.2
fuliginosa,CAS,6398,Espanola,fuliginosaEspanola,,,Female,62.2,36.5,12.5,7,7.5,6.2,19.8,16.8
fuliginosa,CAS,6402,Espanola,fuliginosaEspanola,,,Female,58.2,34.2,12.2,7,8.5,6.5,19.8,17.2
fuliginosa,CAS,6375,Espanola,fuliginosaEspanola,,,Female,61.5,39,12.2,7,8.5,6.8,20,17
difficilis,CAS,6994,Wolf,difficilisWolf,,,Female,66,43.5,15,9,7.2,6.5,21,18.5
difficilis,CAS,6995,Wolf,difficilisWolf,,,Female,67.5,46.5,13.5,8,7.5,7,21,17.5
difficilis,CAS,6996,Wolf,difficilisWolf,,,Female,68,46.2,14.5,8.8,8,6.5,21.5,17.2
difficilis,CAS,6997,Wolf,difficilisWolf,,,Female,67,44.5,14.5,8.5,8,6.5,21,18.5
difficilis,CAS,7008,Wolf,difficilisWolf,,,Female,68,46,13.5,8.2,7.5,6.2,20.5,18.2
difficilis,CAS,7009,Wolf,difficilisWolf,,,Female,68,46.5,14.5,9,8.2,6.8,20.5,18
difficilis,CAS,7010,Wolf,difficilisWolf,,,Female,67,44.5,14.2,8.2,7.5,6.5,21,18.5
difficilis,CAS,7011,Wolf,difficilisWolf,,,Female,66.5,45.8,14.8,8.5,8,6.2,20.5,18.5
difficilis,CAS,7012,Wolf,difficilisWolf,,,Female,66,43,14,8.2,7.5,6.5,21.5,19
difficilis,CAS,7013,Wolf,difficilisWolf,,,Female,68,46.5,15,8,7.8,7,21,19
difficilis,CAS,7016,Darwin,difficilisDarwin,,,Female,69,47,15,8.8,8,7,21.8,19.5
difficilis,CAS,7017,Darwin,difficilisDarwin,,,Female,68.5,46.5,14.5,8.8,8.5,7,21.5,19.8
difficilis,Stanford University,5410,Darwin,difficilisDarwin,,,Female,68,46,15,9,8.5,7.2,22.2,19.8
difficilis,CAS,6677,Genovesa,difficilisGenovesa,,,Female,60,37.8,12,7,7.2,6,19,15.2
difficilis,CAS,6679,Genovesa,difficilisGenovesa,,,Female,60.5,39,11.8,7.5,7.5,6.2,19.2,15.8
difficilis,CAS,6678,Genovesa,difficilisGenovesa,,,Female,60.8,36,12.5,7.5,7.2,5.8,17.5,15.2
difficilis,CAS,6676,Genovesa,difficilisGenovesa,,,Female,60,35,11.8,6.8,7,5.8,17.5,15
difficilis,Stanford University,5133,Genovesa,difficilisGenovesa,,,Female,58.5,35.5,12.5,7.5,7.5,6,18.5,14.8
difficilis,Stanford University,5265,Genovesa,difficilisGenovesa,,,Female,60,39.5,12.5,7.8,8,6.2,19,15
difficilis,CAS,6680,Pinta,difficilisPinta,,,Female,59,35,14,8,8.5,6.5,21,18
difficilis,CAS,6681,Pinta,difficilisPinta,,,Female,59.8,35,14,8,8.2,6.8,20.5,18.5
difficilis,CAS,6934,Santiago,difficilisSantiago,,,Female,69,39.2,13.8,7.2,9,7.5,24,18.2
difficilis,CAS,6939,Santiago,difficilisSantiago,,,Female,69,38.2,14.8,7.2,9.5,8,23,20
difficilis,CAS,6942,Santiago,difficilisSantiago,,,Female,66.5,41,14,8,9.8,7.2,22,21.2
difficilis,CAS,6933,Santiago,difficilisSantiago,,,Female,70,38.2,15,8.5,9.2,8,23,20.2
difficilis,CAS,6935,Santiago,difficilisSantiago,,,Female,68.2,40,14.5,7.8,9.2,7.5,23.2,19
difficilis,CAS,6941,Santiago,difficilisSantiago,,,Female,67.2,39.5,15,7.5,9.8,7.5,23,21.5
difficilis,CAS,6943,Santiago,difficilisSantiago,,,Female,66.5,38.8,15,8.2,9,7.5,24,20.5
difficilis,CAS,6944,Santiago,difficilisSantiago,,,Female,67,37,15,7.5,9,7.2,24.2,20.5
difficilis,CAS,6945,Santiago,difficilisSantiago,,,Female,68.2,40.2,14,7.2,8.5,7,21.5,20
difficilis,CAS,6946,Santiago,difficilisSantiago,,,Female,66.5,36,15,7.8,9.2,7.2,23.5,21.2
difficilis,CAS,6922,Santa Cruz,difficilisSanta Cruz,,,Female,66.5,40,14,7,9,7,21.2,19
difficilis,CAS,6924,Santa Cruz,difficilisSanta Cruz,,,Female,68.5,40.8,14,8,8.5,7,22.5,20.5
difficilis,CAS,6928,Santa Cruz,difficilisSanta Cruz,,,Female,65,40.8,13,7,8.2,6.5,21.2,20.2
difficilis,CAS,6925,Santa Cruz,difficilisSanta Cruz,,,Female,65,38.5,13.2,7.2,8.5,7,22.8,19
difficilis,CAS,6930,Santa Cruz,difficilisSanta Cruz,,,Female,65,38.8,13.5,7.2,8.2,7,22,19.5
difficilis,CAS,6929,Santa Cruz,difficilisSanta Cruz,,,Female,67.5,41.2,14.5,7.2,8.8,7.5,23,21
difficilis,CAS,6927,Santa Cruz,difficilisSanta Cruz,,,Female,64,40.5,13.5,7.2,9,7.2,22,19
difficilis,CAS,6926,Santa Cruz,difficilisSanta Cruz,,,Female,65.2,42.2,13,7.2,8,7,21.5,19.5
difficilis,CAS,6923,Santa Cruz,difficilisSanta Cruz,,,Female,68,42.2,13.8,7.2,8.2,7,23,20.2
scandens,CAS,7397,Pinta,scandensPinta,,,Female,70.5,43.5,19,11.2,9,7,21.2,20
scandens,CAS,7398,Pinta,scandensPinta,,,Female,66.5,42,18,10.8,9,6.8,21,18.2
scandens,CAS,7400,Pinta,scandensPinta,,,Female,66.5,42,17.8,11,8.5,7.2,21.2,20
scandens,CAS,7394,Pinta,scandensPinta,,,Female,68,43.5,18.8,11,9.2,7.2,21,18
scandens,CAS,7395,Pinta,scandensPinta,,,Female,69,42,19,11.2,9.2,7.8,21.2,18
scandens,CAS,7396,Pinta,scandensPinta,,,Female,65.5,40.2,20,11.5,9.5,7.5,22.2,20.2
scandens,CAS,7399,Pinta,scandensPinta,,,Female,69,44,20.2,11.2,9,7.2,21.8,20.5
scandens,CAS,7402,Pinta,scandensPinta,,,Female,65.2,38.5,17.2,10.5,9,7,21.5,18.5
scandens,Stanford University,4931,Pinta,scandensPinta,,,Female,72,43.2,20.2,12,10.5,8.2,22.5,20.5
scandens,Stanford University,4930,Pinta,scandensPinta,,,Female,68.5,40.2,18.8,10.8,10,8,21,19.5
scandens,CAS,7401,Marchena,scandensMarchena,,,Female,68,37.5,20,11,11,9.2,23,20
scandens,CAS,7404,Marchena,scandensMarchena,,,Female,68,41,18.8,11,10,8.5,21.5,18.5
scandens,CAS,7405,Marchena,scandensMarchena,,,Female,69.5,43.5,19.5,11.5,10,8.5,22.2,20.5
scandens,CAS,7406,Marchena,scandensMarchena,,,Female,69,41,20.2,12,9.5,8.5,21.2,19
scandens,CAS,7407,Marchena,scandensMarchena,,,Female,70,42,20.2,12.2,10,8.2,22.5,19
scandens,CAS,5163,Marchena,scandensMarchena,,,Female,67.2,44.2,19.2,11,9.5,7.8,20.8,19.8
scandens,CAS,6173,Marchena,scandensMarchena,,,Female,66,40.5,19.2,10.5,10.2,8.2,21.5,19
scandens,CAS,6175,Marchena,scandensMarchena,,,Female,72.5,42,19.2,12,9.5,8,21.8,20
scandens,CAS,7381,Pinzon,scandensPinzon,,,Female,70,41.5,20,11,9,8,21.2,19.5
scandens,CAS,7383,Pinzon,scandensPinzon,,,Female,69.5,41.2,19.5,11,8.8,8,22,20.2
scandens,CAS,7386,Pinzon,scandensPinzon,,,Female,69.5,41.5,19,10.5,9.2,8,22,18.5
scandens,CAS,7384,Pinzon,scandensPinzon,,,Female,68.2,40,18.2,11,9.8,7.8,22.2,20
scandens,CAS,7385,Pinzon,scandensPinzon,,,Female,67.2,41.2,18.8,11,8.2,7,21.5,19
scandens,CAS,7382,Pinzon,scandensPinzon,,,Female,65,37.5,19.5,11,8.5,7,21.5,19
scandens,CAS,7380,Pinzon,scandensPinzon,,,Female,68,39.2,19.5,11.5,9.2,7.8,22,19.8
scandens,CAS,7387,Pinzon,scandensPinzon,,,Female,67.2,39,16.5,9.2,8.2,7,20.5,17
scandens,CAS,7388,Isabela,scandensIsabela,,,Female,70,43,19,11.5,9,7.2,22,20
scandens,CAS,7389,Isabela,scandensIsabela,,,Female,72.5,43.5,20,11.5,9,7.2,22,19.2
scandens,CAS,7391,Isabela,scandensIsabela,,,Female,66,40.5,17.5,10.2,8.5,7,21.5,18.5
scandens,CAS,7392,Isabela,scandensIsabela,,,Female,65,39,17.8,11,8.5,6.5,21,20
scandens,CAS,7390,Isabela,scandensIsabela,,,Female,69,41.5,20,11,9.5,7.8,22,20
scandens,CAS,7379,Rabida,scandensRabida,,,Female,64,36.5,17,10,8,6.8,21.5,18
scandens,CAS,7374,Rabida,scandensRabida,,,Female,68,39.5,20,11.5,9.5,7.5,20.5,19
scandens,CAS,7377,Rabida,scandensRabida,,,Female,66.8,40,16.5,9.5,9,7.2,20.5,18.5
scandens,CAS,7378,Rabida,scandensRabida,,,Female,66,36,19,11.5,9.2,7.2,21,19
scandens,CAS,7375,Rabida,scandensRabida,,,Female,66.5,38.5,18.5,10.5,9,7.5,20.5,19
scandens,CAS,6029,San Cristobal,scandensSan Cristobal,,,Female,67.2,42,17,8.8,10.5,9,21.2,19
scandens,CAS,7326,San Cristobal,scandensSan Cristobal,,,Female,61.5,38.5,18,10.8,9.2,8,20.5,18
scandens,CAS,7327,San Cristobal,scandensSan Cristobal,,,Female,64.5,39,16.8,9.5,9.5,7.2,20,18.2
scandens,CAS,7257,Santiago,scandensSantiago,,,Female,68.2,42,18,10.5,8.2,7.2,20.5,19
scandens,CAS,7342,Santa Cruz,scandensSanta Cruz,,,Female,69.5,42.5,20.8,11.5,9.8,7.8,23.5,20
scandens,CAS,7359,Santa Cruz,scandensSanta Cruz,,,Female,67,40,21.2,12,10,8,21.8,21
scandens,CAS,7365,Santa Cruz,scandensSanta Cruz,,,Female,66.5,39.5,19.2,10.5,9.2,8,20.5,19.5
scandens,CAS,7360,Santa Cruz,scandensSanta Cruz,,,Female,66.5,39.5,20,11.5,8.5,7.2,20,19
scandens,CAS,7347,Santa Cruz,scandensSanta Cruz,,,Female,70.5,41.5,19.5,11.5,9,7.8,21.5,20.5
scandens,CAS,7355,Santa Cruz,scandensSanta Cruz,,,Female,69,40,19.8,11.2,9,7.5,22,19.5
scandens,CAS,7356,Santa Cruz,scandensSanta Cruz,,,Female,66.5,39.5,18.8,11,9,7.2,20.2,18.5
scandens,CAS,7352,Santa Cruz,scandensSanta Cruz,,,Female,70,40.2,19.8,12,9.5,8,21.2,19.5
scandens,CAS,7358,Santa Cruz,scandensSanta Cruz,,,Female,70,41.5,19,11,9.2,7.5,22,20
scandens,CAS,7363,Santa Cruz,scandensSanta Cruz,,,Female,66,42,19.2,12,9,7.5,21.5,18
scandens,CAS,7336,Santa Fe,scandensSanta Fe,,,Female,66,39,20,11.8,10,7.8,22.2,20
scandens,CAS,7333,Santa Fe,scandensSanta Fe,,,Female,67.5,39,18.5,11.5,9.8,7.8,20.8,19.2
scandens,CAS,7334,Santa Fe,scandensSanta Fe,,,Female,68.2,40,19.5,11.5,10.5,8,21.5,18
scandens,CAS,7339,Santa Fe,scandensSanta Fe,,,Female,67.5,44,19.5,12,10.2,8,22,18.5
scandens,CAS,7329,Santa Fe,scandensSanta Fe,,,Female,67.5,39.5,18.5,11,9.2,7.5,21.5,19.5
scandens,CAS,7328,Santa Fe,scandensSanta Fe,,,Female,64.5,39.8,17.5,10.2,10,7.5,20.8,19
scandens,CAS,7331,Santa Fe,scandensSanta Fe,,,Female,66,40,19.2,11,9.5,8,22.5,19
scandens,CAS,7332,Santa Fe,scandensSanta Fe,,,Female,70.5,44,18.2,11,8.8,7,21.2,20
scandens,CAS,7330,Santa Fe,scandensSanta Fe,,,Female,68,41.5,20,11,10.2,8,22,19.5
scandens,CAS,7338,Santa Fe,scandensSanta Fe,,,Female,66,40.2,19.8,11.5,9.2,8.2,22.2,20
scandens,CAS,7277,Floreana,scandensFloreana,,,Female,64.2,35.2,16.5,9.2,8.5,7,21,19
scandens,CAS,7273,Floreana,scandensFloreana,,,Female,68,44.2,18.5,11,9.5,7.5,21,19
scandens,CAS,7286,Floreana,scandensFloreana,,,Female,67,42.5,16.2,9.8,8.5,7,21.5,18.5
scandens,CAS,7285,Floreana,scandensFloreana,,,Female,68,42,17,9.5,8.8,7.2,20.8,19
scandens,CAS,7272,Floreana,scandensFloreana,,,Female,66.8,42,17.5,10.5,9.2,8,22,20
scandens,CAS,7265,Floreana,scandensFloreana,,,Female,63,39,17,9.2,9,7.5,21,20
scandens,CAS,7291,Floreana,scandensFloreana,,,Female,70,42.5,18.2,10.5,9.2,8,20.8,19
scandens,CAS,7289,Floreana,scandensFloreana,,,Female,68,44.5,17.2,11,9,7.2,22,19
scandens,CAS,7288,Floreana,scandensFloreana,,,Female,65.5,41.5,18.2,10,8.5,7.5,21,19
scandens,CAS,7269,Floreana,scandensFloreana,,,Female,67.8,42,18,10.5,9.2,7.5,21.2,19.2
conirostris,CAS,6682,Genovesa,conirostrisGenovesa,,,Female,71.5,44.2,20,11,12.2,10,23,21.2
conirostris,CAS,6684,Genovesa,conirostrisGenovesa,,,Female,71,43.8,18.5,10.5,12,9.2,23.5,21.8
conirostris,CAS,6685,Genovesa,conirostrisGenovesa,,,Female,72,44,20,11,12.5,10,22.5,19.2
conirostris,CAS,6687,Genovesa,conirostrisGenovesa,,,Female,71.5,42,20,10.5,14,11.2,24.5,21
conirostris,Stanford University,5244,Genovesa,conirostrisGenovesa,,,Female,72.2,44.2,19.8,11,12,9.2,24,22
conirostris,Stanford University,4191,Genovesa,conirostrisGenovesa,,,Female,,43,21,11,12.2,9,23,21.2
conirostris,CAS,6744,Espanola,conirostrisEspanola,,,Female,75.5,42,19.2,11,14,11,23,22
conirostris,CAS,6737,Espanola,conirostrisEspanola,,,Female,76.5,45.5,21,12,16.2,11.5,24,23
conirostris,CAS,6749,Espanola,conirostrisEspanola,,,Female,72.2,42.5,20,11,14,11,22.2,23
conirostris,CAS,6727,Espanola,conirostrisEspanola,,,Female,75,44.2,21,12,16.5,12.2,23.5,21
conirostris,CAS,6728,Espanola,conirostrisEspanola,,,Female,78,45,21.2,12.2,16,12.2,23,23
conirostris,CAS,6730,Espanola,conirostrisEspanola,,,Female,75,45.2,21,11.2,15.2,11.5,22.5,22.2
conirostris,CAS,6742,Espanola,conirostrisEspanola,,,Female,76.2,42,21.2,12,16,12.2,24,23.2
conirostris,CAS,6748,Espanola,conirostrisEspanola,,,Female,76,44.2,19.8,11.2,14.5,10.8,22.8,21
conirostris,CAS,6689,Espanola,conirostrisEspanola,,,Female,76.5,45.5,18.5,11,13.5,10,23,21.8
conirostris,CAS,6703,Espanola,conirostrisEspanola,,,Female,76,46,22.2,13.2,17.2,12.5,24,21.5
conirostris,CAS,6734,Gardner,conirostrisGardner,,,Female,74.5,46,19,10.5,13,10,23.2,20.5
conirostris,CAS,6717,Gardner,conirostrisGardner,,,Female,72.5,44,17,9.5,12.5,9.2,23,20.2
conirostris,CAS,6725,Gardner,conirostrisGardner,,,Female,73.5,47,18,10.2,13.2,10.2,22,20.5
conirostris,CAS,6726,Gardner,conirostrisGardner,,,Female,76,48.5,20,11.5,15.5,11.5,22.5,20
conirostris,CAS,6745,Gardner,conirostrisGardner,,,Female,73,42,20,11.2,14,10.5,22,20.5
conirostris,CAS,6747,Gardner,conirostrisGardner,,,Female,71,44,18.5,11,15,11.2,22,20
conirostris,CAS,6755,Gardner,conirostrisGardner,,,Female,75.2,47,17,10,13.5,10,23,22
conirostris,CAS,6746,Gardner,conirostrisGardner,,,Female,74,42.8,19,12,14.5,11,22,20.5
conirostris,CAS,6753,Gardner,conirostrisGardner,,,Female,73.2,41.2,19.2,11.2,14.5,10.5,21.5,21
conirostris,CAS,6720,Gardner,conirostrisGardner,,,Female,76,46,22,12.5,16,12.5,23.2,22
magnirostris,CAS,37916,Genovesa,magnirostrisGenovesa,,,Female,83.5,,24.5,12,21.5,16,25.5,23
magnirostris,CAS,37918,Genovesa,magnirostrisGenovesa,,,Female,77.5,,23,12.2,21,15,25,20.5
magnirostris,CAS,37915,Genovesa,magnirostrisGenovesa,,,Female,79,50.5,23,13,21,16,25,22
magnirostris,CAS,37926,Santiago,magnirostrisSantiago,,,Female,81.5,49,24,12.5,21.2,15.5,24,20.5
magnirostris,CAS,37927,Santiago,magnirostrisSantiago,,,Female,79.5,49,23,12.2,21.2,16,26,26
magnirostris,CAS,37930,Santiago,magnirostrisSantiago,,,Female,77,48,20,11.5,19.5,14.5,22.5,22.5